@relation '../Data/19_frequency-weka.filters.unsupervised.attribute.Remove-R1-2,4-5,7-8,11-14,18-20,23-26,28,31-36,41-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R1,9'

@attribute user_talk_edits numeric
@attribute file_edits numeric
@attribute talk_edits numeric
@attribute article_edits numeric
@attribute wikipedia_edits numeric
@attribute file_talk_edits numeric
@attribute isSuccessful {1,0}
@attribute template_edits numeric
@attribute wikipedia_talk_edits numeric
@attribute user_edits numeric
@attribute template_talk_edits numeric

@data
10,0,7,40,36,0,0,1,0,4,0
9,0,2,305,22,0,0,0,0,5,0
5,2,23,420,29,0,0,0,0,27,0
8,0,166,557,42,0,0,11,15,0,1
166,0,8,632,118,0,0,0,0,59,0
335,15,250,1898,333,0,1,35,340,13,20
201,43,212,784,404,0,1,283,170,536,104
49,8,20,498,75,0,1,0,13,95,0
95,7,110,813,50,0,1,4,2,40,0
771,1,89,4199,699,0,1,13,60,87,3
423,8,232,1977,664,0,1,21,13,127,3
417,0,30,791,116,0,1,1,7,102,1
598,0,274,3911,2705,0,1,243,69,1647,32
0,0,0,0,0,0,1,0,0,0,0
346,1,36,864,3265,0,1,41,41,53,4
1398,0,182,1600,1060,0,1,13,38,53,0
900,2,146,1099,715,1,1,3,20,146,1
27,14,98,838,214,0,1,2,12,85,0
85,0,209,5058,136,0,0,120,0,637,1
47,7,37,90,81,0,0,0,0,53,0
1084,9,176,681,244,0,0,1,6,297,0
3,1,1,70,9,0,0,0,4,34,0
6,2,11,372,3,0,0,10,0,9,0
0,0,0,0,2,0,0,0,0,1,0
2,0,0,1,6,0,0,0,2,32,0
755,0,846,162,277,0,0,0,23,346,0
791,2,356,2468,333,0,0,4,6,116,1
96,8,8,33,12,0,0,0,0,255,0
2,0,0,17,11,0,0,0,0,1,0
174,20,197,2932,115,0,0,365,2,43,33
0,0,0,0,0,0,0,0,0,0,0
167,0,140,60,336,0,0,0,104,5,0
230,0,141,707,250,0,0,1,30,10,0
187,0,27,302,155,0,0,3,5,28,0
401,585,107,1096,24,94,0,15,55,97,0
1356,4,121,2863,766,0,0,69,179,129,26
25,0,0,12,6,0,0,0,0,1,0
3342,31,315,3437,624,1,0,39,258,197,3
5933,36,337,27478,3437,0,0,211,157,862,1
256,1,11,347,51,0,0,4,2,40,1
160,1,7,72,77,0,0,6,3,64,0
1376,3,128,1803,307,0,0,19,16,113,1
375,16,145,1408,70,0,0,206,1,20,4
25,0,9601,16208,27,0,0,1,1,35,0
201,0,80,439,70,0,0,29,2,48,0
30,18,1464,1548,275,217,0,178,94,100,144
64,1,37,386,287,0,0,11,39,81,4
61,0,19,65,89,0,0,0,2,9,0
1856,0,1745,8084,1224,6,0,240,442,89,64
377,15,60,894,58,0,0,1,1,13,0
189,1,1314,681,152,5,0,16,14,59,3
12,1,27,1078,13,0,0,274,0,45,24
596,2,374,914,247,0,0,11,68,133,0
5,0,2,137,270,0,0,1,3,17,0
70,0,98,488,222,0,0,5,1,47,2
111,17,98,1010,187,0,0,3,11,28,0
26,0,112,326,153,0,0,41,65,130,22
36,4,106,902,74,0,0,0,9,6,0
0,0,0,0,0,0,0,0,0,0,0
1,0,0,31,10,0,0,0,0,1,0
208,4,32,2293,98,0,0,5,2,290,0
25,1,22,243,5,0,0,0,1,2,0
3,0,66,696,114,0,0,1,0,30,0
132,6,85,1765,218,1,0,17,0,10,2
142,0,86,367,160,0,0,0,4,36,0
621,1,143,1955,427,0,0,0,2,17,0
35,4,40,725,17,0,0,0,3,146,0
398,7,20,965,232,0,0,1,2,269,0
1,0,0,3,0,0,0,0,0,0,0
17,0,18,285,54,0,0,1,2,1,0
72,2,123,3111,1106,0,0,7,25,11,5
81,3,82,435,10,0,0,0,8,0,0
38,0,4,62,70,0,0,0,0,8,0
33,99,69,4472,40,0,0,0,1,158,0
332,1,323,5370,454,1,0,3,60,399,4
56,7,89,2254,107,0,0,30,2,5,13
1,0,8,1180,27,0,0,0,0,2,0
153,0,125,2450,125,2,0,20,109,293,10
40,0,11,884,91,0,0,4,5,7,1
119,52,49,1398,446,2,0,26,16,121,2
21,0,56,4790,20,0,0,16,3,80,2
95,2,16,901,199,0,0,0,14,14,0
113,3,244,2769,207,1,0,16,6,219,1
133,0,282,1233,235,0,0,22,54,125,11
28,0,71,1069,267,0,0,10,13,114,0
973,7,1080,4795,1065,6,0,224,32,95,67
1,5,11,145,0,0,0,1,2,4,0
48,0,3,121,27,0,0,0,4,28,0
34,0,99,585,127,0,0,6,5,13,8
35,0,86,450,214,0,0,1,11,26,0
62,1,71,1063,256,0,0,23,24,105,10
105,2,370,1972,114,1,0,2,4,32,1
103,29,71,1191,165,2,0,6,5,15,3
288,5,435,889,496,0,0,9,63,84,0
113,0,142,3110,1880,0,0,24,56,20,19
52,0,84,957,98,0,0,83,1,62,5
56,0,49,191,77,0,0,4,18,19,14
953,1,157,2369,1124,0,0,14,39,104,8
3,0,18,27,9,0,0,2,0,11,0
839,63,222,6317,1081,0,0,31,77,488,64
63,0,37,313,155,0,0,4,2,8,8
0,0,0,0,0,0,0,0,0,0,0
38,1,18,468,54,0,0,0,4,175,0
274,19,900,3986,58,0,0,9,6,5,4
515,0,63,2311,1385,0,0,32,7,223,5
23,0,12,1194,18,0,1,0,0,14,0
30,0,59,915,16,0,1,0,4,0,0
121,0,113,643,506,0,1,113,62,55,70
151,1,108,1612,152,0,1,16,5,192,6
61,0,127,349,474,0,1,0,47,17,0
31,0,97,1840,523,0,1,0,13,56,0
108,0,225,3006,128,0,1,9,53,144,2
113,22,25,942,326,0,1,50,5,1138,15
152,0,89,1366,808,0,1,11,90,49,5
18,1,42,480,78,0,1,0,1,92,0
4,3,32,681,50,0,1,0,20,16,0
39,0,211,555,57,0,1,0,11,21,0
25,0,42,153,34,0,1,0,0,23,0
311,0,23,2021,246,0,1,9,5,22,0
60,15,180,2681,249,0,1,38,77,69,7
23,0,10,1256,16,0,1,0,2,0,0
30,3,198,913,32,0,1,1,14,16,0
12,27,85,692,19,0,1,2,1,182,0
81,0,210,2947,1713,0,1,11,29,39,2
0,0,5,3401,46,0,1,0,0,9,0
91,0,486,1771,167,0,1,2,62,45,0
42,0,275,1562,31,0,1,0,2,6,1
113,6,805,3856,425,0,1,2,51,40,0
31,0,2,2428,34,0,1,131,5,82,0
111,0,103,2020,202,0,1,1,27,793,0
13,0,41,199,22,0,1,0,1,3,0
54,0,94,1405,899,0,1,2,32,82,3
178,10,1088,2799,262,0,1,33,32,84,7
247,1,327,4066,240,0,1,0,19,474,1
50,0,25,496,64,0,0,31,7,55,4
7821,72,942,11701,2725,1,0,206,55,787,85
84,1,64,106,109,0,0,2,20,38,0
0,0,0,0,0,0,0,0,0,0,0
1237,23,1363,10386,1589,3,0,926,634,507,71
0,0,0,0,0,0,0,0,0,0,0
2176,9,259,2395,384,0,0,9,27,30,0
6582,4,350,5824,1511,1,0,32,36,122,3
2762,85,257,2856,957,0,0,225,122,311,15
156,0,69,727,293,0,0,32,129,15,2
437,1,19,603,92,0,0,5,8,285,0
0,0,0,0,0,0,0,0,0,0,0
475,1,857,11771,1025,0,0,81,109,97,11
23,0,22,68,53,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0
14,0,4,51,44,0,0,3,10,22,0
0,0,0,0,0,0,0,0,0,0,0
377,0,15,246,129,0,0,3,3,31,0
515,5,62,1041,106,0,0,2,6,113,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
170,178,35,983,57,0,0,24,0,26,3
122,0,71,192,49,0,0,1,13,40,0
0,0,0,0,6,0,0,0,0,1,0
6746,21,3854,15692,2492,0,0,114,458,3166,6
372,6,814,813,438,0,0,9,380,193,0
2895,7,211,1757,1435,0,0,24,51,35,0
93,0,8,55,74,0,0,5,0,37,0
144,0,55,875,614,0,0,2,5,26,0
275,1,22,150,92,0,0,0,2,63,0
116,0,0,91,117,0,0,10,2,18,0
60,3,15,83,85,0,0,0,16,65,0
274,12,1668,742,148,0,0,2,0,2,0
3,2,21,522,20,0,0,0,0,87,0
1004,2,40,900,213,0,0,22,12,388,4
0,0,0,0,0,0,0,0,0,0,0
7962,45,453,8645,1935,1,0,116,158,604,15
1349,0,102,1279,484,0,0,7,47,41,0
4400,2,157,7465,991,0,0,16,18,1003,3
39,2,2,46,156,0,0,0,0,18,0
113,0,0,6,5,0,0,1,0,8,0
0,0,0,13,6,0,0,0,0,0,0
1712,1,84,1565,619,0,0,20,13,203,0
779,21,699,1249,1511,0,0,24,381,23,20
2084,1,144,2323,1297,0,0,7,36,45,6
4,0,0,56,17,0,0,0,0,13,0
616,25,140,1228,363,0,0,21,12,128,4
123,0,307,2224,975,0,0,22,5,5,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
2,1,1,26,5,0,0,0,0,163,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,3,0,0,0,0,0,0
1133,365,666,2083,2276,9,0,1193,435,324,908
0,0,0,0,0,0,0,0,0,0,0
2406,1,1224,6085,3537,0,0,22,600,356,14
1892,0,53,2077,327,0,0,0,18,31,4
247,103,107,3228,779,0,0,12,7,115,5
386,3,2582,3601,461,0,0,31,297,35,115
8,0,0,277,3,0,0,0,0,0,0
61,13,46,552,100,9,0,5,1,17,0
47,0,0,26,16,0,0,0,0,2,0
986,1,216,1775,2176,0,0,395,207,582,25
191,33,47,551,266,3,0,121,125,555,10
2336,35,82,2418,721,0,0,52,14,625,9
24,0,2,29,9,0,0,0,0,1,0
5615,19,293,8158,748,0,0,33,28,294,13
2565,10,198,1678,204,0,0,2,103,385,0
13,0,118,264,15,0,0,2,1,4,0
388,3,141,350,193,0,0,8,26,159,17
94,172,54,649,182,2,0,94,18,244,30
3521,0,47,2499,972,0,0,1,5,84,0
18,5,23,283,26,0,0,1,1,5,0
133,9,114,2601,116,0,0,75,89,77,3
0,0,0,0,0,0,0,0,0,0,0
12,0,0,10,9,1,0,1,0,62,0
1556,1,89,2091,254,0,0,10,37,38,0
354,0,14,426,42,0,0,3,0,12,0
49,0,85,177,95,0,0,6,27,103,1
5,0,0,61,6,0,0,0,0,55,0
44,0,7,20,13,0,0,0,0,139,0
118,0,1,341,222,0,0,36,0,37,0
81,5,68,463,198,1,0,31,44,70,4
114,0,11,70,12,0,0,13,0,112,0
730,0,47,702,94,1,0,1,0,14,0
3570,1,145,5495,377,0,0,290,78,86,435
0,0,0,0,0,0,0,0,0,0,0
1673,2,43,765,273,0,0,2,4,168,0
1009,119,135,8323,185,2,0,8,9,100,0
154,0,94,214,56,0,0,0,11,77,0
0,0,0,0,0,0,0,0,0,0,0
52,0,11,26,53,0,0,0,6,24,0
574,1,44,369,286,0,0,0,1,40,0
0,0,0,0,7,0,0,0,0,5,0
1007,1,326,1641,111,0,0,18,11,460,0
40,0,91,119,38,0,0,0,47,6,0
541,23,844,629,554,2,0,20,140,132,36
461,0,17,310,245,0,0,0,8,44,0
31,31,11,307,182,2,0,3,29,28,0
252,9,292,182,363,0,1,9,61,12,5
229,0,137,505,430,0,1,8,52,19,3
533,62,631,3242,138,0,1,236,81,152,159
1057,4,1383,4188,938,0,1,61,400,271,66
1307,0,386,1491,519,0,1,7,12,33,0
0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0
240,9,64,399,152,1,1,4,0,107,1
1424,279,142,3162,819,5,1,219,58,69,66
157,0,18,78,184,0,1,1,57,16,0
25113,24,782,26069,2667,1,1,82,93,1232,12
371,1103,660,3920,379,0,1,256,189,159,49
914,0,342,3775,497,0,1,47,25,164,4
280,7,95,6405,258,2,1,14,3,306,0
81,14,42,1647,368,0,1,6,2,59,0
470,0,537,5426,777,0,1,3,53,119,5
14,0,38,733,15,0,1,0,0,0,0
622,13,131,1199,718,0,1,11,93,351,8
163,0,70,1151,120,0,1,11,12,3,3
465,35,25,5059,256,0,1,6,14,175,0
162,21,615,2737,275,0,1,38,12,83,14
146,0,128,982,356,0,1,3,109,46,10
380,0,827,1950,555,0,1,76,101,94,45
0,0,0,0,0,0,1,0,0,0,0
54,0,72,12751,70,0,1,7,4,247,2
186,0,53,607,646,0,1,7,10,65,4
324,71,151,2193,194,0,1,10,16,88,0
58,2,124,841,31,0,1,0,6,152,0
44,7,13,333,276,0,1,2,27,73,4
225,0,225,3954,448,0,1,38,61,219,3
128,11,266,893,652,0,1,16,217,113,2
264,1,237,1239,104,0,1,10,49,103,12
8,2,29,775,26,0,1,1,0,28,0
154,19,392,12446,88,0,1,156,60,41,9
663,4,55,1873,302,0,1,5,26,63,0
433,28,120,883,298,0,1,0,4,233,0
242,140,90,1574,610,0,1,50,93,194,6
0,0,0,0,0,0,1,0,0,0,0
639,6,93,816,339,0,1,10,12,183,5
718,0,234,1665,1652,0,1,0,44,225,2
773,4,1326,962,412,0,1,29,339,49,12
0,0,0,0,0,0,1,0,0,0,0
97,2,69,1829,405,0,1,15,99,288,2
237,29,116,4900,113,0,1,69,32,61,8
43,1,14,4437,634,0,1,3,2,64,1
419,9,66,2742,400,0,1,5,64,267,0
1131,11,687,3380,5435,0,1,28,429,145,15
847,1,149,1507,389,0,1,1,23,64,1
817,26,1016,2552,2187,1,1,78,192,100,16
197,1,161,1044,933,0,1,7,94,37,4
108,0,187,759,457,0,1,2,25,53,0
66,4,195,4994,330,0,1,755,31,85,26
0,0,0,0,0,0,1,0,0,0,0
474,0,263,1926,489,0,1,1,93,211,1
64,6,54,12375,895,1,1,93,60,20,14
291,63,143,2476,465,2,1,34,7,170,10
159,2,247,1336,1150,0,1,5,206,81,17
98,135,235,2931,347,0,1,40,50,2,0
0,0,0,0,0,0,1,0,0,0,0
452,0,791,1295,996,0,1,3,129,165,0
309,26,205,11685,698,0,1,29,6,252,3
131,10,59,1872,394,0,1,34,44,932,5
1017,2,1594,3654,770,0,1,103,170,306,105
355,0,14,746,214,0,1,1,9,11,0
40,8,52,340,144,0,1,5,6,46,5
120,10,54,2909,66,0,1,4,6,214,10
4,0,15,56,11,0,1,0,6,5,0
29,2,29,2302,143,0,1,0,57,10,0
1413,65,292,9067,2176,0,1,72,123,889,117
215,0,445,4704,97,0,1,95,8,197,0
12,3,55,1254,97,0,0,5,1,45,4
23,0,227,1809,29,0,0,13,18,355,0
162,0,48,10002,86,0,0,98,49,15,2
1109,29,184,9025,750,0,0,233,10,181,3
20,0,8,57,194,0,0,13,39,76,0
0,0,0,17,11,0,0,0,0,0,0
250,0,60,701,137,0,0,9,22,132,9
111,3,154,235,42,0,0,0,10,96,0
151,0,64,1109,187,0,0,1,8,42,1
353,2,80,951,287,0,0,36,48,122,11
51,2,238,511,92,0,0,13,13,71,0
17,0,20,129,9,0,0,0,0,19,0
209,1,39,845,239,1,0,6,0,24,3
0,0,36,92,19,0,0,1,0,5,0
41,4,58,925,66,0,0,12,1,86,1
97,0,96,255,85,0,0,0,8,58,0
32,5,43,176,31,0,0,0,2,18,0
55,0,92,803,27,0,0,11,5,21,0
20,0,9,20,10,0,0,0,0,0,0
364,0,195,755,557,0,0,67,86,125,11
11,1,20,126,10,0,0,0,0,4,0
3,0,2,66,18,0,0,0,2,7,0
56,0,2,0,474,0,0,1,10,3,0
184,2,815,836,79,0,0,4,4,39,3
156,0,15,50,56,0,0,0,0,40,0
57,0,1,28,17,0,0,0,4,65,0
2,8,0,556,9,0,0,3,0,3,0
469,0,98,1204,711,0,0,3,10,39,1
15,0,43,238,16,0,0,0,1,63,0
234,3,147,670,664,0,0,51,70,20,3
54,1,77,1004,135,0,1,14,6,159,27
60,0,69,1981,73,0,0,0,3,195,0
53,1,71,3641,569,0,0,23,25,127,0
3197,0,3325,4092,1416,0,0,8,590,299,0
64,106,191,1299,401,0,0,7,81,40,0
84,26,40,3374,259,0,0,27,10,93,12
0,0,0,0,0,0,1,0,0,0,0
238,0,136,712,526,0,1,7,11,72,0
531,12,945,2854,236,3,1,47,23,287,43
3032,2,288,3603,1583,0,1,12,24,414,1
310,1,17,306,304,0,1,41,89,87,4
896,2,152,974,345,0,1,26,37,176,15
96,0,13,101,223,0,1,20,26,176,8
0,0,0,0,0,0,0,0,0,0,0
9,0,11,2240,14,3,0,1,8,6,0
87,2,9,131,8,0,0,0,0,7,0
159,132,111,2616,156,0,0,418,36,90,19
43,0,41,227,20,0,0,1,0,3,0
1,4,5,64,26,0,0,0,1,19,0
0,0,0,0,0,0,0,0,0,0,0
65,0,7,46,9,0,0,0,0,33,0
1016,7,431,1032,498,5,0,170,48,285,87
5,0,0,0,3,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0
10,0,0,20,7,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0
3,2,3,143,19,0,0,0,0,23,0
1,0,0,9,6,0,0,0,0,0,0
1287,27,2076,9346,758,0,0,186,419,384,69
18,0,21,188,49,0,0,1,3,104,0
252,5,1741,297,465,0,0,5,73,42,5
31,6,5,183,17,0,0,8,5,0,3
379,0,466,12232,659,0,0,1,170,125,0
1851,0,72,671,424,0,0,0,24,65,0
762,9,35,297,122,0,0,28,41,1572,4
0,0,0,14,6,0,0,0,0,0,0
249,5,115,866,316,0,0,6,3,51,0
22,0,7,30,18,0,0,0,0,162,0
0,0,0,0,0,0,0,0,0,0,0
20,2,28,467,28,1,0,3,3,30,0
1031,0,47,524,168,0,0,0,2,41,0
202,0,29,107,142,2,0,5,33,91,6
615,2,400,1185,434,2,0,56,42,362,3
15,0,3,46,37,0,0,0,0,16,0
87,0,11,77,231,0,0,1,17,16,0
251,13,34,367,1309,0,0,25,320,523,13
112,0,190,349,105,0,0,9,28,42,3
13,0,60,135,4,3,0,0,0,14,0
378,45,1325,3011,427,0,0,292,277,576,184
1976,64,1,76,478,0,0,0,2,30,0
194,1,23,313,19,0,0,1,27,15,0
3,0,2,24,4,0,0,0,0,1,0
16,0,71,101,39,0,0,4,0,28,0
500,3,53,463,96,0,0,16,2,96,1
0,0,0,0,0,0,0,0,0,0,0
1762,9,289,3077,3328,1,0,663,277,699,92
359,0,40,295,163,0,0,2,6,133,0
10,0,22,77,13,0,0,0,0,6,0
43,0,10,31,64,0,0,1,15,0,0
15,0,31,250,25,0,0,4,8,11,0
12698,176,6320,40601,5000,12,0,917,2013,692,261
62,0,12,32,10,0,0,1,3,132,0
6,0,0,36,18,0,0,0,0,9,0
2951,4,130,3060,703,3,0,202,84,253,30
2,0,0,8,11,0,0,0,0,0,0
72,2,7,19,25,0,0,0,0,3,0
1085,9,49,658,580,0,0,60,41,148,3
0,0,0,0,0,0,0,0,0,0,0
384,1,114,797,58,1,0,2,2,4,0
25,1,13,132,24,1,0,2,4,64,4
388,24,1340,4328,1636,20,0,72,234,90,26
104,0,0,25,23,0,0,0,2,220,0
120,0,8,37,15,0,0,2,1,85,0
9,0,5,11,11,0,0,0,0,1,0
262,2,20,270,63,1,0,0,2,68,0
188,0,162,539,86,0,0,117,195,30,10
24,0,4,130,22,0,0,0,0,17,0
105,0,115,406,218,0,0,0,13,0,0
90,2,90,501,38,0,0,0,4,11,0
440,0,42,778,291,0,0,0,0,99,0
1109,7,2088,4460,1235,9,0,79,388,956,143
183,0,68,447,180,1,0,0,8,83,1
146,1,335,537,79,0,0,0,32,23,0
42,1,64,1485,34,1,0,1,3,9,3
0,0,0,0,0,0,0,0,0,0,0
1695,0,68,1116,947,1,0,34,27,438,1
303,5,117,1562,47,0,0,13,12,49,1
7,0,15,92,18,1,0,0,0,33,0
0,0,0,0,0,0,0,0,0,0,0
100,16,1099,1344,126,0,0,14,9,93,2
434,0,48,1147,319,0,0,34,8,77,0
0,0,0,0,0,0,0,0,0,0,0
87,0,272,3013,256,0,0,7,43,10,0
465,10,1312,328,613,1,0,18,208,53,92
94,8,268,1693,323,7,0,66,43,9,23
54,9,11,371,66,0,0,1,3,15,0
3,0,4,20,22,0,0,0,0,62,0
1264,2,410,4277,1062,0,0,28,26,58,0
165,0,374,788,302,0,0,22,76,2,0
910,5,38,640,250,0,0,13,12,34,0
446,13,203,2675,249,0,0,10,73,268,1
19,3,25,115,27,0,0,1,0,126,0
1077,0,283,1341,322,0,0,28,14,48,3
23,3,24,234,8,0,0,0,0,25,0
343,0,14,458,59,0,0,0,2,19,0
934,137,331,3326,402,0,0,3,12,52,1
709,13,216,4614,397,0,1,216,39,197,46
526,11,2412,8198,655,3,1,128,90,305,138
1408,23,2805,8795,1545,1,1,166,108,407,93
294,14,48,1686,331,0,1,22,199,109,3
75,3,306,2372,89,0,1,1,28,174,7
1398,1,306,2901,2827,1,1,24,76,53,8
605,17,1436,4400,237,0,1,326,42,157,31
1011,2,39,900,1083,0,1,58,72,111,1
1463,44,1773,1177,819,0,1,24,13,58,7
392,0,501,703,701,0,1,8,117,272,1
0,0,0,0,0,0,1,0,0,0,0
722,1,234,765,1044,0,1,4,12,71,0
1180,15,2001,17248,565,0,1,345,318,906,85
601,13,139,1115,125,0,1,18,7,18,2
2558,0,72,2853,441,0,0,19,17,229,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,16,0
174,0,328,161,150,0,0,0,113,15,1
260,0,37,247,51,0,0,28,2,418,3
9470,6,155,10710,1350,0,0,88,48,642,10
53,0,3,69,15,0,0,0,0,10,0
2037,44,1195,3455,725,1,0,22,131,270,35
7443,1,315,7287,480,1,0,20,12,48,4
302,111,509,2365,44,3,0,2,11,142,1
8,2,12,34,7,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0
320,39,300,1197,340,1,0,2,90,24,1
9,0,0,25,8,0,0,0,0,31,0
4,0,2,3,8,0,0,1,0,90,0
752,26,25,436,131,0,0,2,1,148,0
475,19,38,358,231,0,0,0,5,44,0
0,0,0,0,0,0,0,0,0,0,0
4728,0,1139,3055,1027,0,0,58,78,577,3
1,0,0,12,12,0,0,0,0,2,0
102,1,120,1349,35,0,0,4,21,30,0
140,33,3,231,14,0,0,3,0,155,0
171,6,39,797,83,0,0,8,32,253,0
13956,5,398,10533,4673,0,0,74,102,200,4
344,15,89,195,191,0,0,54,115,213,18
12,0,2,65,13,0,0,4,0,19,0
0,0,0,0,5,0,0,0,0,0,0
219,69,13207,4628,532,224,0,670,403,30,1486
18,5,14,391,15,0,0,12,1,22,0
11,0,5,82,5,0,0,4,0,5,0
410,2,25,690,36,0,0,37,1,239,2
123,0,15,463,89,0,0,6,0,15,2
56,0,21,55,13,0,0,0,0,25,0
20,0,46,62,7,0,0,0,0,5,0
24,0,0,72,8,0,0,0,0,1,5
380,2,177,834,134,1,0,0,6,59,0
205,0,3,216,176,0,0,3,14,77,0
28,5,16,63,23,0,0,4,6,135,7
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0
1663,0,803,1253,633,0,0,181,542,769,20
263,0,267,3522,89,0,0,0,7,238,0
169,0,43,793,35,0,0,0,20,66,3
0,0,0,0,0,0,0,0,0,0,0
4,0,1,21,10,0,0,0,0,17,0
5,0,3,40,7,0,0,1,0,11,0
0,0,0,0,0,0,0,0,0,0,0
527,51,67,2111,36,0,0,8,1,21,0
7101,46,416,7154,1610,1,0,40,68,1154,7
1103,2,101,2252,253,0,0,56,22,153,2
272,0,78,572,155,1,0,11,5,199,0
207,3,149,2726,307,0,0,101,35,128,3
36,0,4,115,22,0,0,2,1,30,0
1376,1,906,2172,602,0,0,278,58,451,181
67,21,37,621,34,0,0,0,1,55,3
0,0,0,0,0,0,0,0,0,0,0
178,1,19,63,77,0,0,7,5,228,0
774,0,58,167,145,0,0,10,6,14,1
0,0,0,20,4,0,0,0,0,1,0
44,0,0,7,34,0,0,5,0,21,0
0,0,0,0,0,0,0,0,0,0,0
3,0,6,127,7,0,0,4,0,4,0
151,5,53,414,208,0,0,8,23,78,9
0,0,0,0,0,0,0,0,0,0,0
256,1,47,816,68,0,0,5,9,104,0
21,1,1,24,13,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0
452,5,2374,24339,344,0,0,451,57,2597,33
2399,19,5175,11721,1620,0,0,214,466,1187,207
1048,27,481,8569,1164,0,0,258,89,351,160
4513,1,284,3135,1280,0,0,8,328,339,6
705,0,1324,3266,461,0,0,2,77,44,0
0,0,0,0,0,0,0,0,0,0,0
35,0,21,149,12,0,0,1,0,17,0
151,0,11,6,24,0,0,0,1,7,0
2,0,4,16,19,0,0,0,0,0,0
1417,2,1743,72267,3342,0,0,139,451,437,1
0,0,0,0,0,0,0,0,0,0,0
7939,2,117,5723,559,0,0,7,12,277,0
1281,1,39,817,103,0,0,9,0,8,18
36,1,21,371,19,0,0,5,0,41,0
2095,6,202,5246,1051,0,1,11,38,194,2
123,0,92,641,208,0,1,0,95,11,0
179,1,119,686,85,0,1,9,14,42,0
275,13,72,327,577,0,1,143,663,232,22
651,21,286,559,674,0,1,13,167,248,22
105,0,15,627,246,0,1,3,8,4,0
94,2,29,2684,160,0,1,0,20,54,0
29,2,160,1572,48,0,1,2,86,11,1
75,0,150,1909,160,0,1,2,16,50,1
506,49,579,8570,782,0,1,113,156,109,20
3928,1,34,265,352,0,1,10,27,173,0
645,4,1283,1971,1029,0,1,5,109,125,14
51,0,5,91,40,0,0,4,5,14,2
10,0,18,35,21,0,0,0,0,19,0
38,5,62,1098,40,0,0,26,7,47,1
321,8,1579,4663,698,1,0,55,331,323,20
4,0,0,2,6,0,0,0,0,2,0
21,0,25,172,171,0,0,3,16,11,0
22,0,5,14,12,0,0,0,0,16,0
102,0,124,207,317,0,0,0,21,4,0
554,2,51,5604,95,0,0,24,45,17,3
1608,0,128,1932,259,0,0,3,3,34,0
1463,58,550,8106,841,0,0,37,265,336,9
907,3,565,2232,705,1,0,202,312,130,95
3105,21,645,4406,2567,22,0,21,522,431,1117
4499,1,178,4603,1044,0,0,56,25,279,2
404,6,99,834,255,0,0,11,6,92,3
485,3,8,131,329,0,0,12,12,96,3
423,0,869,2480,877,0,0,189,146,126,145
0,0,0,0,0,0,0,0,0,0,0
17,14,100,1164,33,0,0,103,15,32,33
269,0,263,999,441,0,0,6,11,59,0
154,32,72,2579,22,0,0,5,11,42,0
1791,0,70,2022,219,0,0,14,6,93,0
5,0,15,35,24,0,0,0,0,4,0
511,0,90,1703,326,0,0,2,13,100,1
2,0,20,44,12,0,0,0,1,65,0
7,4,10,51,3,0,0,0,0,20,0
78,0,31,363,33,0,0,5,6,14,1
804,4,39,1281,227,0,0,16,13,286,4
31,3,10,216,13,0,0,7,1,125,1
0,0,0,0,0,0,0,0,0,0,0
26,1,3,30,7,0,0,0,0,113,0
322,1,1038,2980,270,0,0,17,60,146,7
455,9,1635,1493,450,0,0,9,113,146,2
163,2,354,616,576,0,0,43,71,68,0
308,2,99,712,231,0,0,44,54,58,1
127,0,4,283,19,0,0,2,0,61,0
1076,0,38,938,346,1,0,16,4,13,2
0,0,0,0,1,0,0,0,0,0,0
30,0,5,109,21,0,0,0,0,2,0
2109,7,479,5390,281,0,0,82,55,775,13
26,0,138,108,72,0,0,5,27,24,18
258,7,180,1290,168,0,0,9,228,134,0
1027,2,183,461,1187,0,0,359,73,623,22
515,2,30,266,234,1,0,37,44,213,13
5,0,7,56,9,0,0,0,1,5,0
136,18,9,352,28,0,0,19,1,132,0
8,0,0,0,7,0,0,0,0,3,0
12,0,41,140,25,0,0,0,0,84,0
610,1,3707,10628,362,0,0,595,78,71,214
250,16,142,1211,49,1,0,8,8,38,0
68,0,4,120,11,0,0,4,0,6,0
7,0,0,26,9,0,0,0,2,12,0
1132,8,64,661,99,0,0,1,16,16,0
387,1,99,754,321,0,0,27,26,116,0
1117,33,164,943,551,0,0,16,54,515,3
773,41,501,3000,827,0,0,31,130,1147,5
